-357, 376, 305, -124, -312	-128 42 -306 -19 -476
165, -411, -121, 341, -391	-246 174 210 408 -275
-452, -13, 122, -350, 107	-436 -390 -336 -297 -39
-189, -425, -363, -100, 30	-2 -78 -467 328 -374
-485, 74, -213, -104, 256	243 305 177 -437 -173
344, 315, 295, 416, -333	-364 -37 147 142 12
-478, -424, -10, -216, 115	424 -227 275 229 154
295, 256, -367, 9, -397	46 2 315 -3 -167
-316, 224, -74, 461, 89	-189 -366 69 -194 7
-273, -448, 114, 107, -106	-5 90 -261 -410 290
-450, -451, 282, 239, 412	-143 263 319 1 -140
-356, 194, -223, 111, -98	128 -204 117 -202 -290
249, 303, 94, 481, 396	152 160 -370 314 -372
329, -490, 383, 446, 146	339 380 -117 457 89
-437, 228, 230, 402, -264	388 -381 -398 256 -179
355, -205, -126, -130, -329	360 36 58 26 -127
236, 17, 414, -104, -198	147 -496 -395 365 -311
176, 277, 486, -390, 148	-249 21 -364 134 475
427, -340, -408, -47, -465	248 253 -162 -272 -244
232, 425, 164, -39, 309	215 481 -468 32 -323
-328, 319, -291, -379, 394	258 185 -275 153 141
-408, 399, 409, -460, 142	-65 -155 -102 42 449
70, 486, 410, -263, -331	50 416 406 -259 -147
-328, -291, 468, -162, 74	416 -396 -324 337 -158
447, 331, -163, 75, -21	-186 -136 -101 -324 -497
-259, -384, 137, -472, -427	-159 -20 375 133 27
-66, 408, 70, -408, 369	-36 202 -143 252 56
148, 333, 281, 104, 172	127 456 216 99 -356
444, -152, 99, 192, -8	-119 317 -366 135 -490
486, -461, -209, 157, -148	405 -398 -459 260 -273
286, 127, -37, 26, -130	-186 494 -422 77 489
406, -377, -222, -319, 417	-184 -198 -396 -63 305
-320, -250, 30, -299, -435	14 8 -336 469 -257
165, 293, 403, -458, -448	-365 186 -261 170 -386
-305, -151, 493, -312, 271	-150 274 -473 -328 4
-152, -55, -115, 480, -445	471 -313 -348 -499 100
95, 179, -18, 442, 430	171 337 -88 378 84
-197, -447, -16, -209, -318	-213 354 160 432 80
256, -158, -344, -318, -42	-429 -321 -493 -164 -289
30, -432, -176, -209, -418	-298 156 332 352 -177
-32, -250, -260, 337, -189	104 -341 207 -232 295
25, -104, -421, 315, 336	-314 493 374 -64 8
34, 269, -25, -387, 259	-66 -342 173 -323 -447
-331, -176, 374, 336, -302	423 -403 -4 -402 -297
183, -388, 198, -428, -35	-255 -222 -35 332 120
-379, -457, -117, -214, 198	477 -116 28 134 454
449, 78, 462, -172, 201	-250 79 360 31 -114
78, 117, -61, 121, -91	453 -412 274 -103 359
-493, 242, 286, -284, 276	344 -319 -292 -204 -15
56, 486, -291, -64, -398	-468 -125 -212 146 243
47, -25, -92, 351, 38	-387 -99 119 109 131
424, -159, -38, 415, -11	474 -10 398 183 -126
162, -381, 157, -46, 254	339 -335 203 474 392
252, 343, -328, -83, 483	372 414 349 463 -105
-77, 42, 1, 111, -378	-414 -216 -326 249 -354
-242, -221, 128, -53, 152	246 2 -282 -21 125
307, -274, -422, -201, -351	246 -71 -16 -141 206
-163, 458, 8, -486, 88	458 388 -91 453 28
18, -451, 360, -458, 458	423 -494 287 362 58
484, -260, -374, 3, 445	437 493 97 117 492
-457, 284, -267, 40, 108	268 -218 -153 -122 -330
381, -485, -44, -334, -104	-281 223 104 -337 51
352, -115, -46, -130, 164	-267 439 -48 -348 252
316, 427, -457, 365, -242	266 -80 -101 151 318
-1, -349, 152, -454, 423	171 400 -126 306 -61
-223, -332, -448, 367, -198	-344 7 498 29 -352
-433, -353, -231, 73, -441	167 58 388 405 -421
-31, 112, -397, 231, -201	55 254 -80 -134 -242
-462, -36, 377, 453, 281	-299 197 -431 411 200
368, 438, -419, -158, 319	58 94 15 134 -36
-300, 329, -351, -319, -252	100 -2 490 450 462
457, -500, 189, -160, 371	259 435 23 24 212
-372, 63, 3, 430, -301	293 -5 132 44 149
219, -437, 314, -173, -230	-224 299 -378 333 -170
443, -231, 96, 214, -109	449 -322 469 241 413
-231, -186, -112, 275, -198	197 -56 -17 -347 -363
-30, 130, -220, -282, -429	-258 459 -240 141 -400
-241, 308, -360, 338, -198	59 -161 -146 441 -224
247, 463, -351, -40, -442	-366 302 -202 -90 187
-341, -145, -389, -174, -198	-125 -152 158 -96 -198
-92, 271, -170, -287, 448	-417 -467 -157 239 -33
185, -210, -1, 341, -194	-349 257 279 -181 82
-352, 77, 231, -108, -375	84 -242 -70 31 -67
-81, -483, -352, -221, 365	283 -402 -322 36 -491
-412, -334, 378, 286, -147	-94 -129 187 -395 258
-224, 116, 192, 332, -108	62 -187 -97 214 -159
425, 360, 95, -129, -18	-44 -492 172 -251 159
350, -40, -353, -292, -343	37 -23 -436 -468 -213
285, 71, -203, 326, -101	-81 381 -310 347 -226
440, -187, -329, 390, 297	254 322 474 -87 254
156, 153, -79, -312, -467	313 125 18 115 -291
126, 455, -100, -475, -464	-27 -5 405 77 -25
79, -238, 353, 43, -247	217 -234 174 32 -30
-253, 458, -253, 227, 361	-100 393 -239 190 -398
-156, 123, -360, 189, 428	-207 79 477 11 -440
166, 179, 321, -492, 395	-188 -92 440 -99 255
29, -281, -134, -251, 250	386 483 102 -462 385
-62, -83, -88, 63, 496	-350 480 68 156 -134
232, 426, 194, 104, -146	-379 -471 -101 -70 -171
23, -488, 402, 224, -35	-166 -396 -364 -305 3
-353, -251, 360, -279, 148	-389 90 -389 352 136
-409, -298, -442, 290, 25	6 156 -170 79 166
284, 44, -28, 162, 50	-260 -414 -398 -13 129
344, -51, -193, -247, -124	-281 367 374 -77 57
292, 201, 103, -324, 263	-421 12 41 -389 248
95, 450, 360, 234, 19	-386 238 -205 -443 483
-340, 437, -386, 268, -179	-18 -152 376 467 -279
319, -327, 55, 252, -108	380 -369 -378 -403 -39
440, -301, -344, -444, 102	-445 306 -174 462 -243
-250, 355, -365, 115, 32	189 -71 218 94 -477
384, 295, 279, 156, -80	-291 -55 -354 -236 398
-137, -61, 65, -371, 235	-1 461 -273 -341 49
-211, -343, -142, 79, -127	200 431 237 211 -415
-363, -419, -315, -221, -487	95 100 44 -229 -278
289, 40, -425, 270, 112	4 327 -225 -274 -167
251, 257, -46, -97, 188	-306 400 -410 -490 216
-146, 97, 53, 84, 476	296 -219 377 40 -247
361, 134, 349, -39, 370	-393 421 50 147 288
244, -176, -326, -178, -261	-74 -216 43 -211 415
-35, -60, 10, -298, -242	466 105 -162 -462 -63
451, -72, -444, -460, 316	-186 -142 -362 218 288
-451, 131, 5, -435, 179	-243 -447 353 -293 383
238, -344, -116, -47, -132	0 75 277 89 -280
345, 146, 44, -204, -382	380 184 -70 124 287
8, -136, -374, -369, 176	-279 -419 -73 -137 -435
112, 73, -486, 348, -404	267 -444 -254 395 236
-172, -9, 338, -1, 147	17 197 212 -303 3
-401, 154, -82, 37, -152	348 201 -207 308 219
-405, 80, 145, 339, 262	209 -272 209 174 59
56, 208, -241, 242, -462	215 377 491 -54 -127
-407, 19, -283, -362, 351	-134 223 275 -36 -288
155, -360, 4, 456, 75	-42 121 375 261 363
-274, -427, 259, -494, 305	289 201 -360 -249 -244
-365, 383, 442, -164, -472	483 -309 411 375 17
245, 113, 386, -171, -261	76 198 31 -296 -368
-221, 466, -110, 72, 464	55 205 249 -345 164
-305, 64, -435, -442, -9	29 -261 17 283 -132
156, 458, 226, 322, -26	-297 -297 -88 54 -106
224, -439, 397, -162, -455	-355 348 -88 188 314
390, 138, 287, 275, 432	-401 389 -197 493 -80
197, 371, -175, 87, -52	-439 -398 -248 3 -122
-150, 115, 279, 68, -128	200 -12 304 -370 281
-13, 409, -55, -203, -312	291 -197 -107 193 470
168, 123, 406, -11, -101	-332 -13 -443 -122 -337
-427, -80, -39, 434, -160	-473 -95 -493 -421 368
13, -99, 101, 362, -153	-473 -455 467 -229 -241
460, 53, 66, -314, 306	342 134 244 -244 154
132, -278, 224, -382, 201	234 40 -475 -185 -242
-281, 114, -84, -159, 499	319 -284 -235 -465 65
-18, -283, 324, 80, -202	-5 -387 -184 126 -67
486, 469, -431, -442, -27	445 -285 -480 247 -438
407, 3, -450, -59, 102	183 -317 -349 209 263
-358, -245, 257, 110, -483	-395 23 -10 238 -308
215, 213, -400, 320, 141	142 480 8 105 -87
-105, -343, -358, 26, 461	-56 104 -312 199 289
384, 117, 308, -170, -466	-219 -346 -309 421 182
405, -189, -41, -434, 304	305 185 -431 267 25
158, -269, 461, -439, -363	279 497 469 235 389
295, 81, 364, 51, -220	59 39 364 290 156
77, -413, 446, -382, -381	-307 453 -428 -235 -307
-83, 293, -301, -176, 448	-31 87 -456 224 -36
-15, -198, 396, 411, -103	267 -66 322 -187 8
293, 37, -86, -265, 241	277 357 -351 -57 240
74, -26, 156, -155, -291	-247 232 -135 -347 -111
-285, -364, -490, -320, 54	233 58 -486 -438 373
16, 136, -196, -155, -246	86 139 120 298 -407
-60, 392, -283, -364, -14	418 33 332 -297 4
423, -497, -152, -179, 223	410 496 370 435 -177
-328, -351, -374, 58, -15	-154 18 -89 232 -96
54, 331, -63, 183, 41	-63 160 321 99 97
319, -267, 364, -294, -164	-452 452 428 -146 42
256, 479, 305, -402, -93	396 -71 -310 168 272
-238, 274, 230, 248, 38	-472 4 -19 -423 182
233, 268, 357, -452, 26	-280 -275 -489 401 -480
-356, -1, 473, -154, 138	353 314 24 -322 -385
-267, -416, 294, 481, -41	-15 234 384 -378 280
-34, -423, 213, -349, 452	83 -453 305 -236 -318
8, 350, -493, 183, 469	-110 399 -189 155 363
-254, -261, 354, 129, -153	-325 183 83 111 -108
-396, 275, -42, 335, -424	-226 -102 488 97 -445
92, 81, 342, -175, -232	123 499 -163 -178 -1
-440, 462, 396, -66, -460	495 379 -236 136 -162
-284, 78, 451, 342, 148	-65 -136 -147 -68 -40
-417, -202, 172, -3, -309	-360 -254 -25 242 203
-186, 225, 429, 172, 152	269 102 321 -318 -228
-203, 30, 238, -33, -77	-77 437 -195 -325 -258
-188, -72, -37, 427, 370	360 457 -79 -372 64
-332, 2, -458, 199, 430	206 156 -4 410 -35
362, -217, 374, -190, -385	387 306 -390 396 -456
228, 8, -44, 7, 46	229 440 -463 321 123
307, -281, 222, 160, -328	-259 197 -366 -62 150
-133, -352, -391, -382, 49	327 -232 -110 258 -257
356, 235, -384, -420, 174	-60 276 300 145 146
-41, 198, -346, -482, 258	-467 248 -56 114 -262
253, 315, 270, 468, 14	-354 -115 -207 -323 -220
-216, -120, 239, 343, 142	142 -168 201 409 -372
473, -237, 379, 41, 115	362 -204 31 -346 -32
-175, -184, 286, -290, 329	-279 -203 174 -144 -121
-166, 325, -310, 372, 90	81 -237 468 26 -71
436, 408, 82, -247, -468	-310 275 270 -191 289
-64, 130, 159, -489, -305	475 35 222 118 -283
302, -161, -219, -331, -88	291 261 139 299 260
180, -55, 192, 370, 387	-377 -345 453 43 147
-415, 108, -129, -360, 421	-427 -67 -446 406 -405
374, -360, 249, 37, 177	-459 48 230 280 399
448, 381, -138, -314, 274	-8 -214 -329 333 -372
-357, 103, 13, -432, 47	-92 -234 270 416 -113
358, 6, -182, -350, 261	-114 219 54 253 168
75, -300, -304, 260, 77	-49 17 -466 111 -381
-435, 262, 134, 310, 176	-206 -379 -215 -150 365
113, -372, 142, 494, 7	398 -449 343 -196 69
316, -55, 470, -289, -392	-380 -409 382 -454 402
-158, -298, -479, -190, -480	92 -418 125 341 -468
-184, -473, -139, 387, -480	-323 -342 41 298 91
-164, 18, 113, -201, 402	-234 -134 -479 -483 -123
-288, -74, 414, 35, 99	-432 365 425 473 -274
217, -94, 237, -320, 462	40 168 -397 38 404
435, 111, 139, -135, 259	-88 -68 88 41 -93
335, 76, 371, -446, 385	89 394 -252 -392 -263
-184, -199, 456, 253, 196	-303 18 199 -475 290
-303, -410, -467, 224, -295	-297 183 -358 -9 -315
143, -22, -164, 466, -129	-221 -417 296 61 400
-280, -243, -215, 315, 237	97 -459 -491 -186 -438
278, 456, -191, -166, -89	-82 220 256 468 -125
190, 149, 481, 467, 160	122 -304 -122 -337 -288
273, -62, 313, 252, 50	-59 14 -180 192 -66
123, -73, 239, -99, -195	487 343 330 -83 233
361, 432, -225, -460, -165	35 300 131 -336 -411
137, -119, -295, -294, 202	-239 -57 -164 -390 489
242, 201, 58, 483, -266	-432 180 465 496 -425
215, 411, 43, 381, -359	287 129 304 0 -458
375, -94, 238, 1, -236	199 385 404 252 355
-51, -362, -36, -446, -319	73 367 333 154 32
322, 195, -336, 257, 349	-253 353 382 424 -106
19, -260, 152, -170, 107	-73 1 486 370 -202
-441, -359, -258, -208, 192	-336 -215 -273 -109 -67
-23, -97, 230, 498, -482	-218 44 329 -294 -156
-21, 299, -473, -198, 246	-391 -306 102 -347 -21
495, 280, 59, 11, 34	306 348 -112 -171 89
92, -152, 202, -466, -470	-438 118 -390 88 460
-234, 359, -489, 1, -423	-313 255 -293 -288 411
-230, 427, -229, -272, 462	-285 -252 -145 -171 -326
128, -42, 85, -165, -254	345 435 -147 -446 -302
-210, -134, -214, -370, -100	128 95 -417 481 -466
451, -264, 363, -303, 382	-472 -432 26 -210 -270
474, -490, 263, 428, -250	-253 293 -80 -46 151
316, 414, 74, 247, 110	301 400 442 254 307
78, 138, 412, -54, 393	23 100 143 185 -34
60, -290, -341, 116, -428	273 -136 468 -313 45
-466, 11, -365, 222, 347	-101 116 330 412 452
389, 258, -158, 59, 68	-439 473 118 327 -465
17, 380, 371, -393, 80	388 29 158 -356 -100
-14, -287, 401, 484, 435	160 -172 -290 -354 -107
167, -13, 239, 27, -289	45 107 354 135 175
214, 378, 436, 62, -410	-344 -81 294 247 302
-265, -195, 302, -259, 186	75 -233 131 465 152
-377, -301, -174, -52, 496	425 66 -226 -224 51
-493, 142, 330, -225, -408	-205 475 -4 374 54
62, -426, -484, 305, -237	300 -110 417 -251 -242
-278, 421, -143, 444, -436	-65 13 362 -202 470
-70, 333, -210, 182, -447	-17 339 -48 -252 450
495, -257, 157, 299, 456	-158 -74 -279 -213 -284
294, 448, 190, 83, -338	262 -274 -316 274 393
108, 165, 382, 472, -451	-236 458 247 486 -378
-337, 477, 364, 399, 44	392 -322 165 -49 63
-371, 221, 293, 250, 252	-368 479 254 349 267
461, 233, -472, 244, -271	223 15 -119 -418 196
-130, 87, 224, -60, 225	97 323 -278 442 97
-52, -139, 1, -397, -272	45 -192 -307 167 -58
465, -439, 3, 14, 378	-293 383 89 73 -294
-170, 114, 311, 138, 14	-124 192 -494 -372 -56
-16, 303, -119, 118, 229	472 -362 154 -100 -47
-165, -98, 103, -467, 11	-24 410 413 -432 -372
88, 18, -303, -316, 480	477 -231 435 -154 154
148, 498, -156, -323, -140	497 -38 442 49 -99
280, -167, -476, 0, -157	-161 254 385 -176 437
-193, -223, 139, -421, 173	475 -304 119 -306 240
-466, 297, -235, -276, 476	-360 -153 71 -82 79
-286, -397, 336, 148, -258	102 -138 -250 -489 -166
420, 71, -154, -284, 339	-41 -407 150 190 -213
445, 300, 198, -90, -153	427 -290 -312 330 -410
-76, 109, -35, -433, -214	-202 230 -460 -329 125
-417, -238, -49, -2, -48	-341 -127 -87 127 264
-249, -201, 291, 336, -262	-382 -285 -415 138 -256
280, 315, -392, 383, 240	-376 30 107 330 1
-101, -87, 481, 217, -53	378 45 144 52 -103
477, 35, -120, 352, 294	-468 -324 -24 385 -287
321, -223, 415, -318, -492	-285 177 -398 187 383
117, -31, 261, 8, -88	-491 -1 -81 269 -289
58, 396, -36, -308, -333	-488 -371 424 -317 -132
275, 70, 104, 203, -152	-13 -50 91 499 216
415, 233, 305, -221, -59	-74 221 33 67 -153
-314, -49, -176, 92, 213	366 -15 -164 237 -128
-297, 151, -368, -182, -310	-336 -446 -412 -290 -441
-222, 284, 310, -27, 206	-218 55 117 127 68
42, 205, -25, -107, -322	139 29 369 121 18
-93, 192, -260, 115, 258	474 -469 473 -98 233
-48, 371, -385, -383, 375	50 -308 -211 -211 -56
-79, 218, -261, -383, 491	265 -369 173 317 115
-383, -160, 230, 252, 217	379 431 -313 -240 -262
-188, -88, -42, -126, 327	295 -77 -336 412 -102
-3, 102, -56, 420, 352	-442 477 -450 -378 95
124, 67, -277, 307, -27	172 -165 394 143 194
-35, -363, -33, 189, -111	-500 -279 -69 58 -28
-248, 235, 91, 338, -31	-201 -127 380 127 -202
-241, 250, -219, -481, 212	233 253 -62 -304 -78
-309, 484, -373, -395, 418	456 -267 300 -434 -462
-411, 153, -9, 125, 365	-52 -249 -47 371 336
-99, 296, -458, 185, -204	-312 -48 -149 302 127
257, 408, 119, -3, -255	-465 -297 340 -479 -328
69, 431, 82, 194, -352	-439 335 442 228 -73
409, -350, 166, -481, -477	-28 438 58 417 -390
-403, 106, -174, 66, 111	-198 20 -437 315 -385
-128, -340, 151, 373, -98	483 451 -342 -70 48
335, -100, -379, 443, 212	-479 -382 242 -7 -125
-143, 380, 297, 191, -247	237 145 474 45 255
-77, 15, -30, -431, 99	229 -125 263 283 -496
-114, 100, 345, -86, 94	110 210 -121 -429 -289
-445, -390, 176, 178, -208	145 83 -282 -107 101
458, 164, 264, -383, 178	72 281 -120 -76 -203
-140, 318, -245, 441, 398	416 -434 125 183 397
318, 149, 100, -432, 190	241 -470 -10 219 -176
426, 161, -229, -339, -105	313 -18 222 266 80
-231, -138, -336, -240, 352	128 331 -362 442 -203
241, 119, 175, 461, -230	89 -452 123 139 290
-446, 266, 25, 310, -278	215 -227 -235 463 -362
57, 146, 404, -480, 385	359 185 -398 485 308
-285, -427, -350, -427, -173	55 -443 271 -424 124
20, 51, 364, 78, 441	-420 -473 358 -218 -198
383, -212, 245, -319, -252	-492 56 -90 42 -337
252, -146, -202, -427, 18	-287 226 206 34 86
-469, -119, -414, 29, -2	407 -46 472 -208 243
79, 231, 263, -381, 284	380 -235 116 -474 77
370, -139, 51, -221, -359	-457 -432 438 -208 40
50, 160, -191, 198, 95	-133 -6 324 -124 226
-474, -22, 221, -319, -99	-363 195 -478 -388 67
-1, 236, -91, -89, -384	-212 195 -485 -462 479
-153, 122, 14, 463, -335	171 -13 -47 335 -179
352, -247, -362, 310, -467	45 -347 -421 224 -432
411, -280, -414, 15, 200	-69 -332 329 377 -191
409, 318, 352, 262, -266	-155 -238 -63 391 -250
327, -92, 179, 160, -304	381 -16 -74 449 416
130, 236, -173, 155, -191	-375 482 479 257 -308
263, -201, 50, -458, -339	124 188 84 268 -295
388, 285, 381, 46, -101	155 -192 -446 43 432
-185, -331, -191, -151, -222	-223 -469 473 -467 -217
31, 93, 421, 481, 456	327 -143 -367 -352 484
-486, 289, 296, -363, 6	326 -74 41 248 266
-48, -122, 72, 43, 281	-61 121 -468 286 267
-431, -224, 450, 476, 354	77 489 485 -268 -169
-319, -18, 29, 31, 20	-9 -344 -74 -496 58
238, -462, 135, -91, 403	377 299 258 -497 12
-287, 240, 344, 300, 442	33 495 99 446 294
-395, -354, 225, -241, 373	-143 182 -102 -315 362
-361, 306, -55, -451, -142	388 230 -447 -254 314
403, 134, -361, 44, -39	-231 -105 -434 180 -484
-150, -292, -285, 288, 438	26 280 265 390 21
-294, 4, 228, 158, 75	-142 -148 -393 443 153
-46, -313, 449, 120, 64	-358 364 394 13 472
339, -453, -354, 389, 143	-396 -256 9 271 74
-65, -131, 431, -143, -83	-405 -291 458 -183 -440
468, -109, 204, 471, 414	398 54 159 445 459
-319, -313, 361, 404, 484	-226 375 -227 73 246
238, -44, -102, -98, 167	152 -31 -231 -276 -230
213, -106, 137, -204, 500	-126 -104 423 -474 61
-340, -218, -344, -478, 34	-378 57 221 238 453
15, -468, -216, -241, 58	190 169 -67 22 -373
421, -143, -444, -53, 104	75 -2 368 148 437
-435, 155, 272, -473, 144	-298 -200 -382 113 53
389, -419, 361, -306, 223	-158 -125 -312 -267 -277
499, 322, -179, 199, 437	-285 -285 -442 11 -136
-447, 186, 399, -36, 24	96 -336 -266 354 -278
-481, -134, 327, 153, 209	403 -414 -286 -209 354
-179, -249, -457, 483, 186	135 444 -344 -320 -182
-267, -481, -171, -209, -115	473 -496 -298 -107 -132
-392, 222, 156, -56, -402	158 -427 241 -245 477
-289, -331, 84, 264, 359	-140 128 272 -328 -164
321, 169, -66, -79, 365	356 -16 -312 229 268
-329, 170, 104, -357, -227	384 460 -467 -196 151
-475, -26, 419, 147, 229	-200 58 171 -378 -475
27, 57, 36, 106, 377	-480 333 364 -187 162
-230, 359, -412, -494, 82	355 -324 231 376 -168
-15, 421, 500, 179, -303	-368 383 340 110 -349
75, 287, -146, -34, 405	-56 283 -258 64 293
-109, -365, -94, 369, -314	-260 -391 -318 31 -85
-31, 477, 277, -376, 193	190 -138 64 500 -412
-239, 363, 332, 155, 77	354 102 327 -157 82
-483, -69, 35, -253, -35	402 -475 367 -378 -208
-275, 104, 36, 18, -387	200 210 240 -236 214
54, 35, 428, 20, 171	413 -157 -278 48 428
205, 335, 371, 340, 436	139 474 -34 -377 -133
111, 255, -268, -129, -280	-5 -300 392 -225 494
-116, -170, 363, 212, 358	343 13 3 -173 126
42, -253, 333, 193, 192	337 -491 305 -324 -16
-236, -244, -48, 301, -336	-470 -134 237 431 -498
-13, -346, 12, 41, 487	-123 70 -454 -231 -399
19, 320, -87, 478, 154	-213 215 462 -485 276
-52, -245, -144, 233, 12	-420 283 385 -178 386
-98, -156, -477, 106, 230	-35 -466 -103 -356 -430
-7, -320, -223, 59, -290	496 137 33 -308 -301
79, 173, 77, 467, -439	224 158 317 213 -155
-165, -285, -387, 352, -497	278 396 55 85 -236
340, -30, 222, 383, 381	-345 -71 181 -412 34
-156, -193, 27, -131, 89	68 170 443 401 -373
305, -171, -89, 222, -461	-372 454 -350 -217 277
426, -318, 409, 15, 274	-157 15 209 -370 221
-266, -388, 337, 305, -248	143 -128 -36 -74 -68
363, 23, -473, -15, -151	269 -349 -224 466 -411
-291, 59, 247, -285, -439	365 -152 120 -216 -118
19, 386, 331, -454, 182	432 481 439 413 -170
-185, 100, 470, 77, -286	-226 471 90 346 -453
367, -95, 354, -463, -300	267 9 -223 -235 375
360, -422, -16, -338, -444	389 -327 247 -120 -445
39, -375, 340, 333, 31	-497 -395 363 262 -484
-256, 450, 218, 359, 127	132 367 -206 -246 -292
413, 403, 47, 412, 405	69 15 398 -329 -499
115, 259, -481, 181, 91	362 226 320 -496 222
473, -103, -128, 323, 243	75 83 221 47 -76
-325, -156, 156, 193, -158	113 -130 -24 -235 -147
63, 293, -11, 141, -114	-202 105 117 -401 495
-401, -104, -157, -323, 389	436 -107 210 -90 140
142, 130, 298, 85, -238	-400 289 373 386 50
-394, 321, 355, -120, -475	-195 197 -19 33 474
-320, -478, -276, -496, 468	-192 481 -376 51 -3
415, -131, 129, 358, -163	122 115 286 -44 -141
5, -21, 157, 333, 419	241 -396 235 385 -167
486, -38, 308, 315, -267	434 51 -358 -49 -83
147, -125, 95, 459, -266	-495 343 -378 -453 -207
-187, 416, 344, -491, -401	499 -20 -243 455 446
374, 382, -395, 232, -245	-419 349 465 377 484
-277, 476, -236, 156, 193	-260 -221 -29 20 69
87, 283, -45, -21, 121	18 -41 -192 -473 327
-218, 146, -454, 463, -463	-322 36 311 383 -253
-496, -455, -308, 39, 481	425 74 -36 89 494
82, -393, 279, 331, -159	296 132 266 -357 449
58, -40, -37, 342, 348	189 86 367 -216 -186
484, 348, -124, -28, -80	37 127 476 -218 -254
215, 177, -442, 225, -326	12 188 413 379 101
446, -296, 290, 130, 7	-112 -377 317 -274 368
-362, -246, -100, -185, -495	344 -335 -459 -306 195
-13, -47, 120, 1, 239	232 -160 223 -302 -7
-44, -414, 461, -35, 208	-36 -474 224 467 -443
105, -164, -350, 409, 73	-136 99 167 2 -189
196, 264, -251, -33, 95	-262 329 -333 493 73
310, 395, -72, -280, -111	-290 259 -198 -14 300
92, 79, 132, 412, 500	-383 286 336 -311 405
-32, -404, 33, -498, 252	132 -72 28 114 294
-374, 345, 410, 403, 23	175 214 -11 -468 279
67, 170, 140, -402, -224	-387 401 -34 -20 115
-327, -84, 105, 303, -242	140 -203 480 -55 -398
311, 167, 356, -12, -260	341 -115 -122 -452 -406
-174, 138, 382, -439, -388	338 307 -353 29 -21
-272, 44, 264, 103, -440	420 434 495 294 388
-494, -390, 16, -259, 232	17 -339 -200 -52 447
452, -357, 292, 336, -236	-149 475 494 71 89
111, 377, 125, -54, 5	-96 -84 -477 81 -43
-83, -469, -71, -148, -71	265 -264 246 -432 -198
-462, -329, 35, 218, -295	90 158 348 -289 -291
500, 421, -110, -289, 480	177 343 -185 -444 -185
154, 240, 437, 481, 192	-96 -155 53 414 -314
340, 35, -497, 208, 133	300 -155 22 472 147
-1, 500, -457, 307, -73	-55 -197 -100 374 -122
-389, -487, -194, 132, 235	-102 355 392 189 -64
286, 229, -453, -7, 187	139 -50 -262 -76 -9
-25, -22, -468, 126, 219	385 455 -432 115 -335
124, -102, 411, -391, 427	-453 -349 -430 190 403
-495, -79, -266, -17, 239	246 150 -5 -295 153
188, -450, 290, -397, 366	17 352 -48 -421 372
287, 333, 250, -118, -65	-209 -244 -44 125 -380
-48, 475, -332, 303, 159	-45 -463 262 339 -128
165, -436, -476, 152, -298	-312 99 -277 186 -363
422, 42, -89, 465, -46	224 -30 203 188 -440
133, 414, -344, 313, -278	-480 -8 367 95 -282
-246, 431, -57, 409, 145	-435 -399 -83 -147 270
-492, 237, -238, 440, 207	-3 -417 43 129 479
303, -138, 111, -92, -387	-419 68 -418 106 480
-196, -355, -172, 315, 336	-316 -299 430 -349 -92
-337, 326, 108, 69, -338	338 -102 243 -200 489
470, 163, -179, -275, 361	170 -259 -194 22 77
313, 345, 192, -201, 232	-167 439 139 -367 108
-228, -287, 443, 327, 60	-41 35 163 -304 -41
-102, 243, -255, 181, -10	-263 -2 -431 -465 -484
-56, 487, 291, -500, 287	38 274 -176 -308 21
